imo,sector,destination,top1,score1,top2,score2,top3,score3,top4,score4,top5,score5
9485801,DRY BULK,"MOBILE,USA",Mobile + code1,100,Bristol (Usa) + code1,67,Brisbane (Usa) + code1,64,Ilheus + code1,62,"Toledo (Or,Usa) + code1",61
9604598,DRY BULK,QIN HUANG DAO,Dai Hung (STS) + code1,64,Xiquan Dao + code1,61,Ao Shan + code1,60,Da Nang + code1,60,Dangjin + code1,60
9305946,DRY BULK,SAMCHEOK,Samcheon Po + code1,74,Kamchon + code1,67,Campeche + code1,62,Kimchaek + code1,62,Oskarshamn + code2,62
9195676,DRY BULK,NEWPORT UK,Newport News + code1,82,Newport (Ri) + code1,82,"Newport, South Wales + code1",82,"Newport, Wales, U.K. + code1",82,Pusan New Port + code1,75
9303429,DRY BULK,VN HPH,Naga + code2,73,Villanueva + code2,73,Chumphon + code1,57,Haiphong + code1,57,Ba Ngoi + code2,57
9084279,TANKER,>JP MUR OFF,Muroran + code2+3,91,Yura + code2+3,73,Marugame + code2+3,73,Mitajiri + code2+3,73,Omuta + code2+3,73
8703933,DRY BULK,DAD,Da Nang + code2,75,Adang Bay  + code2,75,Edgard + code1,67,Dandong + code1,60,Adak + code1,57
9777541,TANKER,MA VIL,Aviles + code1,67,Izmail + code1,67,Malili + code1,67,Mandvi + code1,67,Manila + code1,67
9446568,DRY BULK,CA SEI,Seven Islands + code2,91,Sarnia + code2,73,Sault Ste. Marie + code2,73,La Spezia + code1,67,Bassein + code1,62
8912156,CONTAINER,USMOB,Mobile + code2,100,Coos Bay + code2,80,Morgan City + code2,80,Husum + code1,60,Rumoi + code1,60
8959594,DRY BULK,KAVKAZ,Kavkaz + code1,100,Kakhovka + code1,71,Kolaka + code1,67,Karskar + code1,62,Kasaoka + code1,62
9634866,TANKER,>JP NGI JXTG H5-9,Unggi Hang + code1+3,46,Hachijo-Jima (Jap) + code1+3,44,Peng Hu + code1+3,43,Chita - LNG + code1+3,40,Hong Kong + code1+3,40
9642021,DRY,AE FJR,Fujairah + code2,91,Sandefjord + code1,62,ANYER + code1,55,Dahej + code1,55,Haeju + code1,55
9381328,TANKER,SG/OSK4,St Rose + code1,57,Moss + code1,55,Dock Sud + code1,53,Dos Bocas + code1,50,Osaka + code1,50
9311012,TANKER,TH MAP,Tanger Med + code2,73,Tanger-Mediterranee + code2,73,MAP TA PHUT + code1,67,Maputo + code1,67,Can Tho + code1,62
9629093,CONTAINER,CL SAI > HK HKG,Hong Kong + code2+3,91,Hungnam + code2+3,55,Khanom + code2+3,55,Koge + code2+3,55,Kharg Island + code2+3,55
9336397,TANKER,SKAGEN,Skagen + code1,100,Slagen + code1,83,Skien + code1,73,Kake + code2,73,Karlshamn + code2,73
9484285,CONTAINER,MY PGU,Pasir Gudang + code2,91,Phu My + code1,83,Port Klang - Pelabuhan Ultra - North Port + code2,73,Pengerang + code2,73,Tallaboa Bay + code2,60
9748071,DRY,KASHIMA,Kashima + code1,100,Kagoshima + code1,88,Naoshima + code1,80,Oshima + code1,77,Hashihama + code1,75
9288772,TANKER,GR SYO,Stylis + code2,73,Garston + code1,62,Grimsby + code1,62,Gary + code1,60,Soyo + code1,60
9381005,TANKER,JP HESAKI OFF,Hesaki + code1,100,Saijo + code1,56,Heraklion + code1,55,Sakito + code1,53,Port Neches + code1,50
9148570,TANKER,KOTKA,Kotka + code1,100,Kokura + code1,73,Kolaka + code1,73,Kasaoka + code1,67,Koko + code1,67
9446532,DRY BULK,KR PTK,Pyeong Taek + code2,91,Kerteh Port + code1,59,Port Kaiser + code1,59,Port Khorly + code1,59,Keret + code1,55
9492139,TANKER,FPSO MANGARATIBA,Jose Panganiban + code1,58,Mangalia + code1,58,Sangatta + code1,58,Santa Panagia + code1,55,Port Of Santa Panagia + code1,54
9058907,TANKER,RAYONG,Rayong + code1,100,Raoping + code1,77,Onega + code2,73,Boryeong + code1,71,Berong + code1,67
9220366,DRY BULK,>JP NIC,Niigata-Higashi + code2+3,73,Namikata + code2+3,73,Hitachinaka + code2+3,73,Nice + code1+3,60,Penco + code1+3,55
9721932,DRY,ILASH,Ashdod + code2,100,Aguilas + code1,67,Lamlash + code1,67,Lanshan + code1,67,Eilat + code1,60
9805831,DRY BULK,>JP SYZ,"Shimizu, (Honshu), Japan + code2+3",73,Susaki + code2+3,73,Hososhima + code2+3,55,Osaka + code2+3,55,Shimonoseki + code2+3,55
9202481,CONTAINER,SGN PEBGA,Pebane + code1,67,Pemba + code1,57,Sturgeon Bay + code1,57,Madang + code2,57,Ardrishaig + code2,57
9122332,CONTAINER,VN HPH,Naga + code2,73,Villanueva + code2,73,Chumphon + code1,57,Haiphong + code1,57,Ba Ngoi + code2,57
9436006,TANKER,SUNGAI LINGGI,Sungai Linggi + code1,100,Sungai Udang + code1,72,Lianggang + code1,64,Ain Sukhna + code1,61,Quang Ngai + code1,61
9290359,TANKER,SG SIN,Singapore + code2,91,Bassein + code1,62,Messina + code1,62,Es Sider + code1,57,Nghi Son + code1,57
9440069,TANKER,TANJUNG-PELAPAS,Tanjung Pelepas + code1,93,Tanjung Setapa + code1,83,Tanjung Emas + code1,81,Tanjung Perak + code1,79,Tanjung Bin + code1,78
9762273,TANKER,WHEATSTONE,Eddystone + code1,63,Whitegate + code1,63,Charleston + code1,60,Folkestone + code1,60,Hunterston + code1,60
9719551,DRY,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
9424754,TANKER,GOTHENBURD,Gothenburg + code1,90,Rozenburg + code1,63,Thevenard + code1,63,Ostend + code1,62,Ogdensburg + code1,60
9493688,DRY,C J K,Luanjiakou + code2,60,Koyo Dock (Jap) + code1,56,Chang Jiang Kou + code1,50,Cork + code1,44,Cabo Rojo + code1,43
9256195,TANKER,>JP TMK 2W,Tomakomai + code2+3,71,Himekawa + code2+3,57,Tokuyama + code2+3,57,Atsumi + code2+3,57,Tsukumi + code2+3,57
9449338,TANKER,JIANG MEN,Jiangmen + code1,94,Jiang Yin + code1,78,Tien Giang + code1,74,Chang Jiang Kou + code1,71,Chin Men + code1,71
9312937,CONTAINER,USLGB,Long Beach + code2,100,Dillingham + code2,80,"Wilmington, Delaware, U.S.A. + code2",80,"Albany, New York, U.S.A. + code2",80,Longview + code2,80
9827217,TANKER,DK SKA,Skagen + code2,91,Kiska + code1,73,Kalundborg + code2,73,Skaerbaek + code2,73,Karskar + code1,62
9423035,CONTAINER,PORT SUDAN,Port Sudan + code1,100,Sual Port + code1,84,Port Saida + code1,80,Port Dina + code1,74,Port Huon + code1,74
9604603,DRY,QIN HUANG DAO,Dai Hung (STS) + code1,64,Xiquan Dao + code1,61,Ao Shan + code1,60,Da Nang + code1,60,Dangjin + code1,60
9165293,TANKER,CW HA,Cam Pha + code1,67,Chiba + code1,60,Wuhan + code1,60,Zhanjiang (formerly Tsamkong) + code2,60,Halifax + code2,60
9207857,TANKER,SG SIN_PEBGC,Singapore + code2,59,Pulau Sebarok + code2,59,Es Sider + code1,50,Tso-Ying + code1,50,Singapore + code1,48
9685619,DRY,CN LAIZHOU,Laizhou + code1,100,Taizhou + code1,71,Cangzhou + code1,67,Chaozhou + code1,67,Laizhou + code2,67
9832975,DRY BULK,BRAZIL PDM,"Natal, Brazil + code1",75,Santa Clara (Brazil) + code1,75,"Vitoria, Brazil + code1",75,Braila + code1,62,Rapid Bay + code1,53
9480124,DRY BULK,AWBAR,Bar + code1,75,Ambarli + code1,67,Bari + code1,67,Calabar + code1,67,Honawar + code1,67
9601211,TANKER,ASPP,Pago Pago + code2,89,Apapa + code1,67,Pepel + code2,67,Port Pirie + code2,67,Sevastopol + code2,67
9151034,DRY BULK,COLOMBO,Colombo + code1,100,Collo + code1,67,Colon + code1,67,Colon  + code1,67,Coquimbo + code1,67
9330551,DRY BULK,KR ULSAN,Ulsan + code1,100,Ulsan + code2,77,Karlshamn + code1,71,Borusan + code1,67,Busan + code1,62
9364928,TANKER,YANBU,Yanbu + code1,100,YANBU COMMERCIAL PORT + code1,100,Yangpu + code1,73,Yabucoa + code1,67,Hydaburg + code1,62
9212515,CONTAINER,BATAM_IDN,Batam + code1,71,Bartin + code1,67,Bataan + code1,67,Batumi + code1,67,Buatan + code1,67
9110365,DRY,RUKZP,Kavkaz + code2,100,Kozmino + code2,80,Truk + code1,67,Primorsk + code2,60,Korsakov + code2,60
9580259,DRY BULK,"G. INAGUA,BS",Shingu + code1,59,Cienaga + code1,56,Itaguai + code1,56,Shanhaiguan + code1,55,Hondagua + code1,53
8230297,DRY BULK,ROSTOV ON DON,Rostov-Na-Donu + code1,89,Lomonosov + code1,64,Santo Domingo + code1,62,Huo Shao Dao + code1,56,Port Dickson + code1,56
9709465,DRY,"SAMALAJU,MALAYSIA","Lumut, Malaya, Malaysia + code1",68,Marsa al Hariga + code1,56,La Salina + code1,54,Maassluis + code1,54,Mina Saud + code1,54
8008450,DRY,KIEL,Kiel + code1,100,Kabil + code1,67,Kiame + code1,67,Kieta + code1,67,Kiire + code1,67
9286023,TANKER,SNDKR>GNCKY,Conakry + code2+3,100,Greenock + code1+3,62,Gocek + code1+3,60,Prony Port + code2+3,60,Karmoy + code2+3,60
7900170,TANKER,GEREM,Gee + code1,75,Eren + code1,67,Erie + code1,67,Greenore + code1,62,Belem + code1,60
9578452,DRY,> JP NSR 0FF,Noshiro + code2+3,67,Naoshima + code2+3,53,Nagasaki + code2+3,53,Innoshima + code2+3,53,Port Of Sarroch + code1+3,48
9577410,DRY,FOR ORDER,Fort Pierce + code1,60,Fort Lauderdale + code1,58,Corner Brook + code1,57,Floro + code1,57,Koror + code1,57
9119086,DRY,BEIRUT<<<,Beirut + code1,100,Beira + code1,73,Brussels + code2,73,Belair + code1,67,Burutu + code1,67
8943131,DRY BULK,KAVKAZ,Kavkaz + code1,100,Kakhovka + code1,71,Kolaka + code1,67,Karskar + code1,62,Kasaoka + code1,62
9282675,TANKER,GI GIB,Gibraltar + code2,91,Go Gia + code1,67,Dighi + code1,55,Limetree Bay + code2,55,Invergordon + code2,55
9606089,TANKER,BOYA 11,Poya + code1,55,Bayah + code1,50,Benoa + code1,50,Bonga + code1,50,Bonny + code1,50
9142540,DRY BULK,NOVOROSISKY,Novorossiysk + code1,87,Novoportovskoye + code1,69,Namsos + code2,62,Risor + code2,62,Norfolk + code1,56
9410909,TANKER,ORDERS,Randers + code1,77,Rades + code1,73,Rostock + code2,73,Odense + code1,67,Odessa + code1,67
9493585,DRY BULK,DAMPIER.AU,Dampier + code1,100,Dampier + code2,67,Airlie Island + code2,67,ABU DHABI + code1,63,Napier + code1,62
8841620,DRY BULK,RU AZO,Varandey + code2,73,Laizhou + code1,62,Maizuru + code1,62,Pazflor + code1,62,Taizhou + code1,62
8211241,TANKER,BADAS,Das Island + code2,80,Abadan + code1,73,Banias + code1,73,Adak + code1,67,Bandirma + code1,62
9717175,DRY BULK,SINGAPORE,Singapore + code1,100,Gopalpur + code2,71,Helsingor + code1,67,Port Dina + code1,67,Surigao + code1,62
7903249,DRY,CARBONERAS,Carboneras + code1,100,Cabo Negro + code1,70,Monsteras + code1,63,Cairns + code1,62,Canoas + code1,62
9538361,DRY,QHD,Hamad Port  + code2,75,Hamad + code1,50,Fort de France + code2,50,Hakodate + code2,50,Hadera + code2,50
9165798,DRY BULK,PORT KLANG,Port Klang - Pelabuhan Ultra - North Port + code1,100,Port Kijang + code1,86,Port Kembla + code1,76,Port Alma + code1,74,Port Okha + code1,74
9727871,CONTAINER,NLROT,Rotterdam + code2,80,Botlek + code2,80,Rozenburg + code2,80,Floro + code1,60,Norco + code1,60
9523263,DRY BULK,CAVAN,"Vancouver, B.C., Canada + code2",100,Nanticoke + code2,80,Davant + code1,73,Havana + code1,73,Lavgan + code1,73
7928237,DRY BULK,SURABAYA,Surabaya + code1,100,Suralaya + code1,88,Salaya + code1,71,Sariaya + code1,67,Shuaiba + code1,67
9439357,TANKER,CIKK4$ !30 AD$ ! !1,"Victoria, B.C., Canada + code1",44,Balchik + code1,40,Zirku Island + code1,40,Bay City + code1,38,Borg Havn IKS + code1,38
9435234,CONTAINER,MY_PENANG,Penang + code1,80,Penang + code2,71,Meneng + code1,67,Pengerang + code1,67,Panjang + code1,62
9350018,CONTAINER,MTMLA,Malta (Grand Harbour) + code2,100,Marsaxlokk + code2,80,Moma + code1,67,Tela + code1,67,Tema + code1,67
9382762,TANKER,US HOU > IT TRS,Trieste + code2+3,91,Taranto + code2+3,73,Trapani + code2+3,73,Termini Imerese + code2+3,73,Traverse City + code1+3,63
9278052,TANKER,TAMAN,Taman + code1,100,Ajman + code1,80,Taean + code1,80,Tampa + code1,80,Ama + code1,75
9369617,TANKER,AMIRABAD,Jafrabad + code1,75,Mirbat + code1,71,Aqaba + code1,62,Araya + code1,62,Gamba + code1,62
9036648,TANKER,BITUNG,Bitung + code1,100,Belitung + code1,86,Porto Nogaro + code2,73,"Augusta, (Sicily), Italy + code2",73,Tai Tung + code1,71
8991205,DRY BULK,KWANGYANG,KWANGYANG + code1,100,Kantang + code1,75,Wanganui + code1,71,Kendawangan + code1,70,Changhang + code1,67
9532551,DRY BULK,DALIAN,DALIAN + code1,100,Aland + code1,73,Alang + code1,73,Alicante + code1,71,Alliance + code1,71
9233973,TANKER,TG LFW>CD MAT,Mati + code1+3,60,Diamante + code1+3,57,Dugi Rat + code1+3,57,Dumai + code1+3,55,Icdas + code1+3,55
9654579,TANKER,ROTTERDAM,Rotterdam + code1,100,Amsterdam + code1,67,Mosterhamn + code1,63,Drogheda + code1,59,Tekirdag + code1,59
9209568,DRY,>JP HKP OFF,Honmoku (Jap) + code1+3,59,Port-au-Prince + code2+3,55,Jose Panganiban + code2+3,55,Puerto Princesa + code2+3,55,Peng Hu + code1+3,46
9520895,DRY BULK,JP MTS,Matsuura + code2,91,Kimitsu + code2,73,Shimotsu + code2,73,Matsushima + code2,73,Toyohashi + code2,73
9649756,DRY BULK,CN SHIDAO S/Y,Shidao + code1,100,Shidao + code2,56,Daya Bay + code2,56,"Dartmouth, N.S., Canada + code1",55,"Sydney, N.S., Canada + code1",53
9126754,CONTAINER,TRAMB,Ambarli + code2,80,Tambea + code1,73,Tambey + code1,73,Trabzon + code1,67,Turiamo + code1,67
9624392,DRY BULK,>JP UKB OFF,Kobe + code2+3,91,Ube + code2+3,73,Kuchinotsu + code2+3,55,Aburatsu + code2+3,55,Hakodate + code2+3,55
7116896,CONTAINER,"SAMUTSAKHON,THAILAND",Ascension Island + code1,56,Zhanjiang (formerly Tsamkong) + code1,55,"San Antonio, Chile + code1",54,Taishan Guangdong + code1,54,Das Island + code1,53
9331244,TANKER,RONDO,Constantza + code2,80,Hirono + code1,73,London + code1,73,Owendo + code1,73,Romano + code1,73
9487225,DRY,TAWI  TAWI,Tawi Tawi + code1,100,Lawi Lawi + code1,75,Dawei + code1,67,Tawau + code1,67,Tokai + code1,67
9280885,TANKER,RU MMK (MURMANSK),Murmansk + code1,100,Varandey + code2,57,"Swansea, U.K. + code1",54,"Montrose, U.K. + code1",52,"Portland, U.K. + code1",52
9420746,TANKER,>JP ISG OFF,Gopalpur + code2+3,55,Semarang + code2+3,55,Sekupang + code2+3,55,Malaga + code2+3,55,Gijon + code2+3,55
8917429,DRY BULK,DEVONPORT,"Devonport, Tas., Australia + code1",100,"Devonport, U.K. + code1",100,Oporto + code1,67,Port Dehoala + code1,67,Port Dickson + code1,67
9622019,CONTAINER,AE_JEBEL ALI,Jebel Ali + code1,86,Jebel Ali + code2,59,Jebel Dhanna - Ruwais + code1,58,El Palito + code1,57,Belair + code1,56
9288552,DRY,KWINANA,Kwinana (Refinery) + code1,100,Kainan + code1,77,Kinwan + code1,77,Kwanda + code1,77,Hekinan + code1,71
9502855,DRY,SG SIN,Singapore + code2,91,Bassein + code1,62,Messina + code1,62,Es Sider + code1,57,Nghi Son + code1,57
9681493,DRY,KWINANA AUS,Kwinana (Refinery) + code1,78,Antsiranana + code1,64,Faustina + code1,63,Kakinada + code1,63,Kaskinen + code1,63
9131357,TANKER,JUBILEE ANCHORAGE,Anchorage + code1,100,Tioman Anchorage + code1,72,Taboneo Anchorage + code1,71,Muara Berau Anchorage + code1,69,Muara Pantai Anchorage + code1,69
9188245,DRY BULK,LTKLJ,Ashkelon + code2,60,Lautoka + code2,60,Galle + code2,60,Lattakia + code2,60,Jaffna + code2,60
9535058,TANKER,JPKII,Kiire + code2,100,Kikuma + code2,80,Kin Wan (Okinawa) + code2,80,Kamaishi + code2,80,Kainan + code2,80
8848745,TANKER,SAMARA,Samara + code1,100,Samarinda + code1,80,Marrero + code2,73,Ras Tanura + code2,73,Rabigh + code2,73
9264908,TANKER,DAS ISLAND,Das Island + code1,100,Manus Island + code1,82,Wake Island + code1,76,Yali Island + code1,76,Airlie Island + code1,75
8826369,DRY BULK,SAMSUN,Samsun + code1,100,Karmsund + code1,71,Stralsund + code1,67,Alesund + code1,62,Amurang + code1,62
8124503,TANKER,DEBRB,Brunsbuttel + code2,100,Derby + code1,80,Bremerhaven + code2,80,Bremen + code2,80,Derna + code1,60
9342035,TANKER,KEMEN,Kemen + code1,100,Emden + code1,80,Kpeme + code1,80,Bremen + code1,73,Eden + code1,67
9649110,DRY,AU PLO,Port Lincoln + code2,91,"Devonport, Tas., Australia + code2",73,Port Kembla + code2,73,Port Latta + code2,73,Port Alma + code2,73
9178276,CONTAINER,INMAA,Chennai (formerly Madras) + code2,100,Alang + code2,80,Machilipatnam + code2,80,Magdalla + code2,80,Minamata + code1,77
9297486,TANKER,VADINAR,Port Of Vadinar + code1,100,Vadinar + code1,100,Yandina + code1,71,Kivalina + code1,67,Varna + code1,67
9285756,TANKER,AE_KLF,Khor Fakkan + code2,91,Khalifa + code2,73,Khor Kalba + code2,73,East London + code2,55,Alta + code2,55
7350002,DRY BULK,SAWAKIN<<>>JEDDAH,Jeddah + code1+3,100,Odda + code1+3,60,Hodeidah + code1+3,57,Revdanda + code1+3,57,Dahej + code1+3,55
9758428,DRY BULK,BR SPB,Sepetiba Bay + code2,91,Sepetiba + code2,73,Brisbane + code1,57,Supe Bay + code1,57,Sepetiba Bay + code1,56
9457658,CONTAINER,HPH,Phnom Penh + code2,75,Haiphong + code2,75,Bislig + code2,75,Hopa + code1,57,Philipsburg + code2,57
9660011,CONTAINER,DRIFTING,Porto Nogaro + code2,62,Tanjung Uban + code2,62,Bartin + code1,57,Bitung + code1,57,Dafeng + code1,57
9590668,TANKER,TG.SEKONG,Koping + code2,71,Senbong + code1,62,Pyeong Taek + code1,60,Soderkoping + code1,60,Sekupang + code1,59
7908562,CONTAINER,SKE,Skien + code1,75,Kake + code2,75,Milwaukee + code2,75,Skien + code2,75,Skelleftehamn + code2,75
9705122,DRY,BDCGP,Chittagong + code2,100,Budge Budge + code1,60,Mongla + code2,60,Cilacap + code2,60,Copenhagen + code2,60
9793923,CONTAINER,PANAMA CANAL,Panama + code1,100,Panama Canal + code1,100,"Panama City, Florida, U.S.A. + code1",67,Casablanca + code1,64,Campana + code1,63
9511739,DRY BULK,KR JEJU HALLIM,Jeju + code1,100,Challis Venture + code1,62,Haeju + code1,53,Jebel Ali + code1,52,Port Chalmers + code1,52
9167394,TANKER,KR PUS,Busan + code2,91,Ulsan + code2,73,Pusan + code1,55,Kristinestad + code2,55,Ponce + code2,55
9592434,DRY BULK,CFD CN>PHE AU,Port Hedland + code2+3,91,Thevenard + code2+3,73,Exmouth + code2+3,73,Port Huon + code2+3,73,Batu Pahat + code1+3,62
9236195,DRY BULK,ZHAN JIANG,Jiang Yin + code1,74,Chang Jiang Kou + code1,72,Jinshan + code1,71,San Julian + code1,70,Dongguan Jiang + code1,67
9657806,TANKER,MPT,Tanger Med + code2,75,Port Antonio + code2,75,Sipitang + code2,75,Tanger-Mediterranee + code2,75,Maputo + code1,67
9800001,TANKER,ITLIV >MASFI,Safi + code2+3,100,Mati + code1+3,67,Safi + code1+3,67,Kamaishi + code1+3,62,Masinloc + code1+3,62
8902993,TANKER,LK GAL,Galle + code1,73,Gulluk + code1,67,Old Goa + code1,62,Vallvik + code1,62,Galena Park + code1,59
9058074,TANKER,KUCHING,Kuching + code1,100,Ulchin + code1,77,Kuchinotsu + code1,71,Flushing + code1,67,Kochi + code1,67
9520845,DRY BULK,TW KHH,Ta-Ku + code1,55,Naga + code2,55,Phnom Penh + code2,55,Kaohsiung + code2,55,Phuket + code2,55
9719795,CONTAINER,CN HKG,Shanghai + code2,73,Shekou + code2,73,Hangzhou + code2,73,Haikou + code2,73,Chongqing + code2,73
9714252,DRY,"CL,TOQ",Tocopilla + code2,91,Can Tho + code1,62,St Clair + code1,57,Tok Bali + code1,57,Collo + code1,55
9839052,DRY BULK,MT MLA,Tanger-Mediterranee + code2,73,La Mede + code1,62,St Malo + code1,62,Mati + code1,60,Port Amelia + code1,59
9409687,DRY BULK,THBKK,Bangkok + code2,100,Bangsaphan + code2,80,Hong Kong + code2,60,Kantang + code2,60,Khanom + code2,60
9598866,DRY BULK,KZBTN,"Kingstown, St. Vincent + code2",60,Banten + code2,60,Ketchikan + code2,60,Daesan + code2,60,Taean + code2,60
9303883,DRY,ZARCB,Richards Bay + code2,100,Arecibo + code1,67,Zarubino + code1,62,Arica + code1,60,Zadar + code1,60
9744661,CONTAINER,QUINHON,Inchon + code1,77,Quilon + code1,77,Qinzhou + code1,71,QUANZHOU + code1,67,Quintero + code1,67
9198989,DRY BULK,TR MER,Boulogne-sur-Mer + code1,67,Tanger Med + code1,62,Tanah Merah + code1,59,Le Trait + code1,57,Mersrags + code1,57
9625267,TANKER,AEPB/AEPC,Apapa + code1,57,Puerto Chicama + code2,57,Port Rashid + code2,57,Becancour + code2,57,Pampa Melchorita + code2,57
9389239,DRY,BARCARENA  BRAZIL,Santa Clara (Brazil) + code1,71,"Natal, Brazil + code1",67,"Barcelona, Spain + code1",65,Barcadera + code1,64,"Vitoria, Brazil + code1",60
9257723,TANKER,MUARA-BRUNEI,Muara Bunati + code1,83,Muara Jawa + code1,67,Muara Port + code1,67,Marsa el Brega + code1,62,Muara Bangkong + code1,62
9623702,DRY BULK,"SG PEBG""B""",Bruges + code2,71,Safaga + code2,57,Peng Hu + code1,50,Ras Bahregan + code1,48,Santiago de Cuba + code1,48
9563392,DRY,ID SUB,Surabaya + code2,91,Dublin + code2,73,Sabang + code2,73,Muara Berau Anchorage + code2,73,Satui + code2,73
8811675,CONTAINER,DISCOVERY BAY FG,Silver Bay + code1,62,Oro Bay + code1,60,Aliveri Bay + code1,59,Bay City + code1,55,Bell Bay + code1,55
9467897,DRY,FOR ORDER,Fort Pierce + code1,60,Fort Lauderdale + code1,58,Corner Brook + code1,57,Floro + code1,57,Koror + code1,57
9550149,DRY,CN LYG,Yangpu + code2,73,Luoyuanwan + code2,73,Yancheng + code2,73,Longyan + code2,73,Xiuyu + code2,73
9409625,DRY BULK,TARRAGONA,Tarragona + code1,100,Barahona + code1,71,Tauranga + code1,71,Rio Grande (Arg) + code2,71,Paramonga + code1,67
9394882,CONTAINER,JEDDAH,Jeddah + code1,100,Odda + code1,60,Hodeidah + code1,57,Revdanda + code1,57,Dahej + code1,55
9392808,TANKER,YOSU,Yosu + code1,100,Yeosu + code1,89,Syros + code1,67,Yokosuka + code1,67,Kristiansund N. + code2,67
9728239,TANKER,HOUSTON USA,Houston + code1,100,"Boston, U.K. + code1",67,Southport (Usa) + code1,67,Bristol (Usa) + code1,64,Brooklyn (Usa) + code1,61
9733545,TANKER,"FOR ORDER        #""D",Fort de France + code1,64,Bedford + code1,56,Port du Verdon + code1,56,Red Dog + code1,56,Fort Pierce + code1,55
9315733,TANKER,YANBU,Yanbu + code1,100,YANBU COMMERCIAL PORT + code1,100,Yangpu + code1,73,Yabucoa + code1,67,Hydaburg + code1,62
9031818,TANKER,PASIRGUDANG,Pasuruan + code1,74,Padang + code1,71,Sungai Udang + code1,61,Kaliorang + code1,60,Kaohsiung + code1,60
9731951,CONTAINER,PUSAN NEW PORT,Pusan + code1,100,Pusan New Port + code1,100,Port Morris - New York + code1,73,Port Newark + code1,72,Newport News + code1,69
9162734,DRY BULK,KUCHING MY,Kuching + code1,100,Chin Men + code1,67,Ulchin + code1,62,Kings Lynn + code1,60,Kuchinotsu + code1,60
9723291,TANKER,ESLPA,Pasajes + code2,80,Palamos + code2,80,Gela + code1,67,Sola + code1,67,Tela + code1,67
9647966,TANKER,K99_HAI_PHONG,Haiphong + code1,76,Changhong + code1,55,Kaliorang + code1,55,Tha Thong + code1,55,Hadong + code1,53
9218014,DRY BULK,MISURATA,Misurata + code1,100,Surat + code1,77,Mirbat + code1,71,Miiduranna + code1,67,Surat Thani + code1,63
7810454,DRY,LEMBAR_IND,Marin + code1,67,Palembang + code1,63,Samarinda + code1,63,Bartin + code1,62,Alemdar + code1,59
9520792,DRY,KALAMA/USA,Kalama + code1,100,Kalamata + code1,78,Marsa al Hamra + code1,67,Famagusta + code1,63,Kalmar + code1,62
